,pvalues,speciesName,padj,model
52,0, Asplenium rhizophyllum,0,f Climate Segment f Climate Segment
53,2.00E-04, Astragalus canadensis,0.000291589,f Climate Segment f Climate Segment
54,0, Aureolaria pedicularia,0,f Climate Segment f Climate Segment
55,0.0197, Aureolaria virginica,0.023731274,f Climate Segment f Climate Segment
56,0, Baptisia alba,0,f Climate Segment f Climate Segment
57,0.0295, Baptisia australis,0.034863636,f Climate Segment f Climate Segment
58,1.00E-04, Baptisia leucophaea,0.000148571,f Climate Segment f Climate Segment
59,0, Bartonia virginica,0,f Climate Segment f Climate Segment
60,0, Betula alleghaniensis,0,f Climate Segment f Climate Segment
61,1.00E-04, Betula nigra,0.000148571,f Climate Segment f Climate Segment
62,0, Betula pumila,0,f Climate Segment f Climate Segment
63,5.00E-04, Bidens aristosa,0.000679739,f Climate Segment f Climate Segment
64,0, Bidens connata,0,f Climate Segment f Climate Segment
65,0, Bidens trichosperma,0,f Climate Segment f Climate Segment
66,0.1101, Bignonia capreolata,0.124235805,f Climate Segment f Climate Segment
67,0, Borodinia dentata,0,f Climate Segment f Climate Segment
68,0, Brasenia schreberi,0,f Climate Segment f Climate Segment
69,0, Bromus ciliatus,0,f Climate Segment f Climate Segment
70,0, Bulbostylis capillaris,0,f Climate Segment f Climate Segment
71,0, Calamagrostis canadensis,0,f Climate Segment f Climate Segment
72,0, Calamagrostis stricta,0,f Climate Segment f Climate Segment
73,0, Callitriche terrestris,0,f Climate Segment f Climate Segment
74,0, Calopogon tuberosus,0,f Climate Segment f Climate Segment
75,1, Calycocarpum lyonii,1,f Climate Segment f Climate Segment
76,0.1255, Calystegia catesbeiana,0.141102703,f Climate Segment f Climate Segment
77,0, Campanula aparinoides,0,f Climate Segment f Climate Segment
78,0, Campanula rotundifolia,0,f Climate Segment f Climate Segment
79,0, Cardamine angustata,0,f Climate Segment f Climate Segment
80,0, Cardamine parviflora,0,f Climate Segment f Climate Segment
81,0, Carex albolutescens,0,f Climate Segment f Climate Segment
82,2.00E-04, Carex annectens,0.000291589,f Climate Segment f Climate Segment
83,0, Carex bicknellii,0,f Climate Segment f Climate Segment
84,1, Carex bushii,1,f Climate Segment f Climate Segment
85,0.0016, Carex buxbaumii,0.002110782,f Climate Segment f Climate Segment
86,0, Carex canescens,0,f Climate Segment f Climate Segment
87,0.0078, Carex caroliniana,0.009695618,f Climate Segment f Climate Segment
88,0, Carex comosa,0,f Climate Segment f Climate Segment
89,0.1783, Carex crus-corvi,0.199389247,f Climate Segment f Climate Segment
90,0, Carex davisii,0,f Climate Segment f Climate Segment
91,0, Carex debilis,0,f Climate Segment f Climate Segment
92,1.00E-04, Carex diandra,0.000148571,f Climate Segment f Climate Segment
93,0.002, Carex festucacea,0.0026,f Climate Segment f Climate Segment
94,0, Carex frankii,0,f Climate Segment f Climate Segment
95,0, Carex glaucodea,0,f Climate Segment f Climate Segment
96,0.0627, Carex louisianica,0.072453333,f Climate Segment f Climate Segment
97,0, Carex muehlenbergii,0,f Climate Segment f Climate Segment
98,4.00E-04, Carex oligosperma,0.000550993,f Climate Segment f Climate Segment
99,0, Carex pellita,0,f Climate Segment f Climate Segment
100,0, Carex pensylvanica,0,f Climate Segment f Climate Segment
101,0.1335, Carex retroflexa,0.149827338,f Climate Segment f Climate Segment
102,0, Carex scoparia,0,f Climate Segment f Climate Segment
103,0, Carex shortiana,0,f Climate Segment f Climate Segment
104,4.00E-04, Carex siccata,0.000550993,f Climate Segment f Climate Segment
105,0, Carex squarrosa,0,f Climate Segment f Climate Segment
106,0, Carex stricta,0,f Climate Segment f Climate Segment
107,0, Carex suberecta,0,f Climate Segment f Climate Segment
108,4.00E-04, Carex tonsa,0.000550993,f Climate Segment f Climate Segment
109,0, Carex trisperma,0,f Climate Segment f Climate Segment
110,9.00E-04, Carex typhina,0.00120515,f Climate Segment f Climate Segment
111,0, Carex virescens,0,f Climate Segment f Climate Segment
112,0, Carex viridula,0,f Climate Segment f Climate Segment
113,0, Carex willdenowii,0,f Climate Segment f Climate Segment
114,0.461, Carya illinoinensis,0.494597599,f Climate Segment f Climate Segment
115,0.0051, Carya tomentosa,0.006442105,f Climate Segment f Climate Segment
116,0, Castanea dentata,0,f Climate Segment f Climate Segment
117,0, Castilleja coccinea,0,f Climate Segment f Climate Segment
118,0.9056, Catalpa speciosa,0.926384262,f Climate Segment f Climate Segment
119,0, Ceanothus americanus,0,f Climate Segment f Climate Segment
120,0.1024, Celtis laevigata,0.115966606,f Climate Segment f Climate Segment
121,0.0291, Celtis tenuifolia,0.034587429,f Climate Segment f Climate Segment
122,0, Cerastium nutans,0,f Climate Segment f Climate Segment
123,1.00E-04, Ceratophyllum demersum,0.000148571,f Climate Segment f Climate Segment
124,0, Chaerophyllum procumbens,0,f Climate Segment f Climate Segment
125,0, Chamaecrista nictitans,0,f Climate Segment f Climate Segment
126,0, Chamaedaphne calyculata,0,f Climate Segment f Climate Segment
127,0, Chamaenerion angustifolium,0,f Climate Segment f Climate Segment
128,0, Chasmanthium latifolium,0,f Climate Segment f Climate Segment
129,0, Chenopodiastrum simplex,0,f Climate Segment f Climate Segment
130,0, Chenopodium pratericola,0,f Climate Segment f Climate Segment
131,0, Chimaphila umbellata,0,f Climate Segment f Climate Segment
132,0, Cicuta bulbifera,0,f Climate Segment f Climate Segment
133,0.239, Cirsium carolinianum,0.263491166,f Climate Segment f Climate Segment
134,0, Cirsium discolor,0,f Climate Segment f Climate Segment
135,0, Cirsium muticum,0,f Climate Segment f Climate Segment
136,0, Cirsium pumilum,0,f Climate Segment f Climate Segment
137,0, Cladium mariscoides,0,f Climate Segment f Climate Segment
138,0.6901, Clematis pitcheri,0.714133333,f Climate Segment f Climate Segment
139,0.3045, Clitoria mariana,0.332181818,f Climate Segment f Climate Segment
140,0.7343, Cocculus carolinus,0.754865239,f Climate Segment f Climate Segment
141,0.062, Coleataenia anceps,0.072044693,f Climate Segment f Climate Segment
142,0, Coleataenia rigidula,0,f Climate Segment f Climate Segment
143,0, Coleataenia stipitata,0,f Climate Segment f Climate Segment
144,0, Comandra umbellata,0,f Climate Segment f Climate Segment
145,0, Comarum palustre,0,f Climate Segment f Climate Segment
146,0.0058, Commelina diffusa,0.007311515,f Climate Segment f Climate Segment
147,1.00E-04, Commelina erecta,0.000148571,f Climate Segment f Climate Segment
148,0.0034, Commelina virginica,0.004356468,f Climate Segment f Climate Segment
149,0, Comptonia peregrina,0,f Climate Segment f Climate Segment
150,0, Conoclinium coelestinum,0,f Climate Segment f Climate Segment
151,1.00E-04, Coptis trifolia,0.000148571,f Climate Segment f Climate Segment
152,0, Corallorhiza wisteriana,0,f Climate Segment f Climate Segment
153,0, Coreopsis palmata,0,f Climate Segment f Climate Segment
154,0, Coreopsis tripteris,0,f Climate Segment f Climate Segment
155,0, Cornus drummondii,0,f Climate Segment f Climate Segment
156,0.0654, Cornus foemina,0.075294465,f Climate Segment f Climate Segment
157,0, Cornus racemosa,0,f Climate Segment f Climate Segment
158,0, Cornus sericea,0,f Climate Segment f Climate Segment
159,2.00E-04, Corydalis flavula,0.000291589,f Climate Segment f Climate Segment
160,0.6901, Crataegus viridis,0.714133333,f Climate Segment f Climate Segment
161,0, Crocanthemum bicknellii,0,f Climate Segment f Climate Segment
162,0, Crocanthemum canadense,0,f Climate Segment f Climate Segment
163,0.0019, Cunila origanoides,0.002485535,f Climate Segment f Climate Segment
164,0, Cuphea viscosissima,0,f Climate Segment f Climate Segment
165,0.0144, Cuscuta campestris,0.017688189,f Climate Segment f Climate Segment
166,0.0156, Cuscuta compacta,0.018975439,f Climate Segment f Climate Segment
167,0, Cycloloma atriplicifolium,0,f Climate Segment f Climate Segment
168,0, Cynanchum laeve,0,f Climate Segment f Climate Segment
169,0, Cynoglossum virginianum,0,f Climate Segment f Climate Segment
170,1.00E-04, Cyperus diandrus,0.000148571,f Climate Segment f Climate Segment
171,0.0071, Cyperus flavescens,0.008878557,f Climate Segment f Climate Segment
172,0, Cyperus lupulinus,0,f Climate Segment f Climate Segment
173,0.6639, Cyperus pseudovegetus,0.689307155,f Climate Segment f Climate Segment
174,1.00E-04, Cypripedium acaule,0.000148571,f Climate Segment f Climate Segment
175,0, Cypripedium candidum,0,f Climate Segment f Climate Segment
176,0, Dasiphora fruticosa,0,f Climate Segment f Climate Segment
177,0, Decodon verticillatus,0,f Climate Segment f Climate Segment
178,0, Delphinium tricorne,0,f Climate Segment f Climate Segment
179,0.045, Desmanthus illinoensis,0.052485981,f Climate Segment f Climate Segment
180,0, Desmodium illinoense,0,f Climate Segment f Climate Segment
181,0.239, Desmodium laevigatum,0.263491166,f Climate Segment f Climate Segment
182,0.3226, Desmodium nuttallii,0.350701045,f Climate Segment f Climate Segment
183,0, Desmodium sessilifolium,0,f Climate Segment f Climate Segment
184,0.0048, Dianthus armeria,0.006075456,f Climate Segment f Climate Segment
185,0, Diarrhena americana,0,f Climate Segment f Climate Segment
186,0, Dichanthelium boscii,0,f Climate Segment f Climate Segment
187,0, Dichanthelium commutatum,0,f Climate Segment f Climate Segment
188,1.00E-04, Dichanthelium depauperatum,0.000148571,f Climate Segment f Climate Segment
189,0, Dichanthelium dichotomum,0,f Climate Segment f Climate Segment
190,0, Dichanthelium latifolium,0,f Climate Segment f Climate Segment
191,0.0156, Dichanthelium laxiflorum,0.018975439,f Climate Segment f Climate Segment
192,0, Dichanthelium oligosanthes,0,f Climate Segment f Climate Segment
193,0, Dichanthelium ovale,0,f Climate Segment f Climate Segment
194,0, Dichanthelium perlongum,0,f Climate Segment f Climate Segment
195,0, Dichanthelium polyanthes,0,f Climate Segment f Climate Segment
196,1, Dicliptera brachiata,1,f Climate Segment f Climate Segment
197,1.00E-04, Diervilla lonicera,0.000148571,f Climate Segment f Climate Segment
198,0, Digitaria cognata,0,f Climate Segment f Climate Segment
199,0.3226, Dinebra panicea,0.350701045,f Climate Segment f Climate Segment
200,0, Diodia teres,0,f Climate Segment f Climate Segment
201,5.00E-04, Diospyros virginiana,0.000679739,f Climate Segment f Climate Segment
202,0, Doellingeria umbellata,0,f Climate Segment f Climate Segment
203,4.00E-04, Drosera intermedia,0.000550993,f Climate Segment f Climate Segment
204,1.00E-04, Drosera rotundifolia,0.000148571,f Climate Segment f Climate Segment
205,1.00E-04, Drymocallis arguta,0.000148571,f Climate Segment f Climate Segment
206,0, Dryopteris carthusiana,0,f Climate Segment f Climate Segment
207,0, Dryopteris cristata,0,f Climate Segment f Climate Segment
208,0, Dulichium arundinaceum,0,f Climate Segment f Climate Segment
209,1.00E-04, Echinochloa walteri,0.000148571,f Climate Segment f Climate Segment
210,0, Echinocystis lobata,0,f Climate Segment f Climate Segment
211,0.6639, Echinodorus cordifolius,0.689307155,f Climate Segment f Climate Segment
212,0, Eleocharis acicularis,0,f Climate Segment f Climate Segment
213,0, Eleocharis erythropoda,0,f Climate Segment f Climate Segment
214,0, Eleocharis flavescens,0,f Climate Segment f Climate Segment
215,0.0466, Eleocharis verrucosa,0.054250746,f Climate Segment f Climate Segment
216,0, Elephantopus carolinianus,0,f Climate Segment f Climate Segment
217,1.00E-04, Elodea nuttallii,0.000148571,f Climate Segment f Climate Segment
218,0, Elymus canadensis,0,f Climate Segment f Climate Segment
219,0, Elymus repens,0,f Climate Segment f Climate Segment
220,0, Elymus trachycaulus,0,f Climate Segment f Climate Segment
221,0, Epilobium leptophyllum,0,f Climate Segment f Climate Segment
222,0, Equisetum fluviatile,0,f Climate Segment f Climate Segment
223,0.0762, Eragrostis capillaris,0.087566851,f Climate Segment f Climate Segment
224,0, Eriophorum virginicum,0,f Climate Segment f Climate Segment
225,0, Eriophorum viridicarinatum,0,f Climate Segment f Climate Segment
226,0, Eryngium yuccifolium,0,f Climate Segment f Climate Segment
227,2.00E-04, Euonymus americanus,0.000291589,f Climate Segment f Climate Segment
228,0, Eupatorium serotinum,0,f Climate Segment f Climate Segment
229,0.0088, Eupatorium sessilifolium,0.010873663,f Climate Segment f Climate Segment
230,3.00E-04, Euphorbia humistrata,0.000430345,f Climate Segment f Climate Segment
231,0, Eurybia macrophylla,0,f Climate Segment f Climate Segment
232,4.00E-04, Euthamia gymnospermoides,0.000550993,f Climate Segment f Climate Segment
233,0, Eutrochium fistulosum,0,f Climate Segment f Climate Segment
234,0, Eutrochium maculatum,0,f Climate Segment f Climate Segment
235,1, Fleischmannia incarnata,1,f Climate Segment f Climate Segment
236,0, Floerkea proserpinacoides,0,f Climate Segment f Climate Segment
237,0.6202, Forestiera acuminata,0.65705399,f Climate Segment f Climate Segment
238,0.239, Frangula caroliniana,0.263491166,f Climate Segment f Climate Segment
239,0, Fraxinus biltmoreana,0,f Climate Segment f Climate Segment
240,0.4034, Galactia volubilis,0.434752332,f Climate Segment f Climate Segment
241,0, Galium boreale,0,f Climate Segment f Climate Segment
242,0, Galium labradoricum,0,f Climate Segment f Climate Segment
243,0, Galium pilosum,0,f Climate Segment f Climate Segment
244,1.00E-04, Gamochaeta purpurea,0.000148571,f Climate Segment f Climate Segment
245,0, Gaultheria procumbens,0,f Climate Segment f Climate Segment
246,0, Gaylussacia baccata,0,f Climate Segment f Climate Segment
247,1, Gentiana alba,1,f Climate Segment f Climate Segment
248,0, Gentiana saponaria,0,f Climate Segment f Climate Segment
249,0, Gentianopsis crinita,0,f Climate Segment f Climate Segment
250,1.00E-04, Gentianopsis virgata,0.000148571,f Climate Segment f Climate Segment
251,0, Geranium carolinianum,0,f Climate Segment f Climate Segment
252,0, Geum aleppicum,0,f Climate Segment f Climate Segment
253,0, Geum laciniatum,0,f Climate Segment f Climate Segment
254,5.00E-04, Gillenia stipulata,0.000679739,f Climate Segment f Climate Segment
255,0, Glyceria septentrionalis,0,f Climate Segment f Climate Segment
256,0.7343, Gonolobus suberosus,0.754865239,f Climate Segment f Climate Segment
257,0.2616, Hasteola suaveolens,0.287391549,f Climate Segment f Climate Segment
258,1.00E-04, Hedeoma hispida,0.000148571,f Climate Segment f Climate Segment
259,5.00E-04, Helenium flexuosum,0.000679739,f Climate Segment f Climate Segment
260,0, Helianthus giganteus,0,f Climate Segment f Climate Segment
261,0, Helianthus microcephalus,0,f Climate Segment f Climate Segment
262,0, Helianthus mollis,0,f Climate Segment f Climate Segment
263,0, Helianthus occidentalis,0,f Climate Segment f Climate Segment
264,0, Helianthus strumosus,0,f Climate Segment f Climate Segment
265,0, Heracleum maximum,0,f Climate Segment f Climate Segment
266,0, Hesperostipa spartea,0,f Climate Segment f Climate Segment
267,0, Heteranthera dubia,0,f Climate Segment f Climate Segment
268,0.0017, Heteranthera reniformis,0.002228571,f Climate Segment f Climate Segment
269,0, Heuchera richardsonii,0,f Climate Segment f Climate Segment
270,0.239, Heuchera villosa,0.263491166,f Climate Segment f Climate Segment
271,0.0032, Hibiscus moscheutos,0.00412562,f Climate Segment f Climate Segment
272,0, Hieracium umbellatum,0,f Climate Segment f Climate Segment
273,0, Hordeum jubatum,0,f Climate Segment f Climate Segment
274,0.0179, Hordeum pusillum,0.021646512,f Climate Segment f Climate Segment
275,0, Houstonia caerulea,0,f Climate Segment f Climate Segment
276,0, Houstonia purpurea,0,f Climate Segment f Climate Segment
277,0, Hybanthus concolor,0,f Climate Segment f Climate Segment
278,0, Hydrocotyle umbellata,0,f Climate Segment f Climate Segment
279,0, Hydrophyllum virginianum,0,f Climate Segment f Climate Segment
280,0.0804, Hylodesmum pauciflorum,0.092223529,f Climate Segment f Climate Segment
281,1, Hymenocallis occidentalis,1,f Climate Segment f Climate Segment
282,1.00E-04, Hypericum boreale,0.000148571,f Climate Segment f Climate Segment
283,0.0233, Hypericum drummondii,0.027852874,f Climate Segment f Climate Segment
284,0.0034, Hypericum gentianoides,0.004356468,f Climate Segment f Climate Segment
285,0, Hypericum hypericoides,0,f Climate Segment f Climate Segment
286,4.00E-04, Hypericum kalmianum,0.000550993,f Climate Segment f Climate Segment
287,0, Hypericum majus,0,f Climate Segment f Climate Segment
288,0.6075, Hypericum virgatum,0.645792164,f Climate Segment f Climate Segment
289,0.4621, Ilex decidua,0.494597599,f Climate Segment f Climate Segment
290,0, Ilex mucronata,0,f Climate Segment f Climate Segment
291,0, Iodanthus pinnatifidus,0,f Climate Segment f Climate Segment
292,4.00E-04, Ipomoea lacunosa,0.000550993,f Climate Segment f Climate Segment
293,0.6639, Iresine rhizomatosa,0.689307155,f Climate Segment f Climate Segment
294,0.6019, Iris brevicaulis,0.642026667,f Climate Segment f Climate Segment
295,0.0037, Iris cristata,0.004731148,f Climate Segment f Climate Segment
296,0.6639, Isotrema tomentosa,0.689307155,f Climate Segment f Climate Segment
297,0, Jeffersonia diphylla,0,f Climate Segment f Climate Segment
298,0, Juncus anthelatus,0,f Climate Segment f Climate Segment
299,4.00E-04, Juncus brachycarpus,0.000550993,f Climate Segment f Climate Segment
300,0, Juncus canadensis,0,f Climate Segment f Climate Segment
301,0, Juncus diffusissimus,0,f Climate Segment f Climate Segment
302,0, Juncus marginatus,0,f Climate Segment f Climate Segment
303,6.00E-04, Juncus torreyi,0.000808639,f Climate Segment f Climate Segment
304,0, Koeleria macrantha,0,f Climate Segment f Climate Segment
305,0.1024, Krigia dandelion,0.115966606,f Climate Segment f Climate Segment
306,0, Krigia virginica,0,f Climate Segment f Climate Segment
307,0.0024, Kyllinga pumila,0.003113514,f Climate Segment f Climate Segment
308,0, Lactuca floridana,0,f Climate Segment f Climate Segment
309,0, Larix laricina,0,f Climate Segment f Climate Segment
310,0, Lathyrus palustris,0,f Climate Segment f Climate Segment
311,6.00E-04, Lathyrus venosus,0.000808639,f Climate Segment f Climate Segment
312,0, Lechea mucronata,0,f Climate Segment f Climate Segment
313,0, Lechea pulchella,0,f Climate Segment f Climate Segment
314,0.0286, Lechea tenuifolia,0.034123136,f Climate Segment f Climate Segment
315,0, Lemna trisulca,0,f Climate Segment f Climate Segment
316,0, Lespedeza capitata,0,f Climate Segment f Climate Segment
317,0, Lespedeza hirta,0,f Climate Segment f Climate Segment
318,0.0011, Lespedeza procumbens,0.001460426,f Climate Segment f Climate Segment
319,0.0352, Lespedeza repens,0.041364972,f Climate Segment f Climate Segment
320,0, Lespedeza violacea,0,f Climate Segment f Climate Segment
321,3.00E-04, Leucospora multifida,0.000430345,f Climate Segment f Climate Segment
322,0, Liatris aspera,0,f Climate Segment f Climate Segment
323,0, Liatris scariosa,0,f Climate Segment f Climate Segment
324,0, Liatris spicata,0,f Climate Segment f Climate Segment
325,0.4034, Liatris squarrosa,0.434752332,f Climate Segment f Climate Segment
326,0.0098, Liatris squarrulosa,0.012085375,f Climate Segment f Climate Segment
327,0, Lilium michiganense,0,f Climate Segment f Climate Segment
328,0, Lilium philadelphicum,0,f Climate Segment f Climate Segment
329,7.00E-04, Linum medium,0.000939355,f Climate Segment f Climate Segment
330,3.00E-04, Liquidambar styraciflua,0.000430345,f Climate Segment f Climate Segment
331,0, Lithospermum canescens,0,f Climate Segment f Climate Segment
332,0, Lithospermum caroliniense,0,f Climate Segment f Climate Segment
333,0, Lobelia cardinalis,0,f Climate Segment f Climate Segment
334,0, Lobelia kalmii,0,f Climate Segment f Climate Segment
335,0.0225, Lobelia puberula,0.026948177,f Climate Segment f Climate Segment
336,0, Lobelia spicata,0,f Climate Segment f Climate Segment
337,0.6639, Ludwigia decurrens,0.689307155,f Climate Segment f Climate Segment
338,0.0071, Ludwigia sphaerocarpa,0.008878557,f Climate Segment f Climate Segment
339,0, Lupinus perennis,0,f Climate Segment f Climate Segment
340,0, Luzula echinata,0,f Climate Segment f Climate Segment
341,0, Luzula multiflora,0,f Climate Segment f Climate Segment
342,0, Lycopus uniflorus,0,f Climate Segment f Climate Segment
343,0, Lycopus virginicus,0,f Climate Segment f Climate Segment
344,6.00E-04, Lysimachia arvensis,0.000808639,f Climate Segment f Climate Segment
345,1.00E-04, Lysimachia borealis,0.000148571,f Climate Segment f Climate Segment
346,0.0156, Lysimachia minima,0.018975439,f Climate Segment f Climate Segment
347,0, Lysimachia quadrifolia,0,f Climate Segment f Climate Segment
348,0, Lysimachia terrestris,0,f Climate Segment f Climate Segment
349,0, Lysimachia thyrsiflora,0,f Climate Segment f Climate Segment
350,0, Lythrum alatum,0,f Climate Segment f Climate Segment
351,0, Maianthemum canadense,0,f Climate Segment f Climate Segment
352,0, Maianthemum stellatum,0,f Climate Segment f Climate Segment
353,0.0156, Manfreda virginica,0.018975439,f Climate Segment f Climate Segment
354,0.1482, Matelea obliqua,0.166026571,f Climate Segment f Climate Segment
355,4.00E-04, Melampyrum lineare,0.000550993,f Climate Segment f Climate Segment
356,0.6639, Melica mutica,0.689307155,f Climate Segment f Climate Segment
357,0.6639, Melothria pendula,0.689307155,f Climate Segment f Climate Segment
358,0, Mentha canadensis,0,f Climate Segment f Climate Segment
359,0, Menyanthes trifoliata,0,f Climate Segment f Climate Segment
360,0, Micranthes pensylvanica,0,f Climate Segment f Climate Segment
361,0.239, Micranthes virginiensis,0.263491166,f Climate Segment f Climate Segment
362,0, Mimulus alatus,0,f Climate Segment f Climate Segment
363,0, Monarda clinopodia,0,f Climate Segment f Climate Segment
364,0, Monarda punctata,0,f Climate Segment f Climate Segment
365,0, Morus rubra,0,f Climate Segment f Climate Segment
366,0.0068, Muhlenbergia bushii,0.008554839,f Climate Segment f Climate Segment
367,0, Muhlenbergia glomerata,0,f Climate Segment f Climate Segment
368,0, Muhlenbergia mexicana,0,f Climate Segment f Climate Segment
369,0, Muhlenbergia sobolifera,0,f Climate Segment f Climate Segment
370,0.4034, Myosotis macrosperma,0.434752332,f Climate Segment f Climate Segment
371,0, Nabalus albus,0,f Climate Segment f Climate Segment
372,3.00E-04, Nabalus asper,0.000430345,f Climate Segment f Climate Segment
373,0, Nabalus racemosus,0,f Climate Segment f Climate Segment
374,0, Najas flexilis,0,f Climate Segment f Climate Segment
375,0, Nuttallanthus canadensis,0,f Climate Segment f Climate Segment
376,0, Nymphaea odorata,0,f Climate Segment f Climate Segment
377,0.0072, Obolaria virginica,0.008967665,f Climate Segment f Climate Segment
378,0, Oenothera clelandii,0,f Climate Segment f Climate Segment
379,0, Oenothera fruticosa,0,f Climate Segment f Climate Segment
380,6.00E-04, Oenothera laciniata,0.000808639,f Climate Segment f Climate Segment
381,3.00E-04, Ophioglossum vulgatum,0.000430345,f Climate Segment f Climate Segment
382,0.0014, Orbexilum pedunculatum,0.001850847,f Climate Segment f Climate Segment
383,0.4034, Orobanche riparia,0.434752332,f Climate Segment f Climate Segment
384,0, Oxalis grandis,0,f Climate Segment f Climate Segment
385,0, Packera glabella,0,f Climate Segment f Climate Segment
386,4.00E-04, Packera paupercula,0.000550993,f Climate Segment f Climate Segment
387,0, Packera plattensis,0,f Climate Segment f Climate Segment
388,0, Panicum flexile,0,f Climate Segment f Climate Segment
389,0.2789, Panicum philadelphicum,0.304787391,f Climate Segment f Climate Segment
390,1.00E-04, Panicum tuckermanii,0.000148571,f Climate Segment f Climate Segment
391,0, Parnassia glauca,0,f Climate Segment f Climate Segment
392,0, Paronychia canadensis,0,f Climate Segment f Climate Segment
393,1.00E-04, Paronychia fastigiata,0.000148571,f Climate Segment f Climate Segment
394,0, Parthenium integrifolium,0,f Climate Segment f Climate Segment
395,0, Parthenocissus inserta,0,f Climate Segment f Climate Segment
396,1.00E-04, Paspalum laeve,0.000148571,f Climate Segment f Climate Segment
397,0.239, Paspalum pubiflorum,0.263491166,f Climate Segment f Climate Segment
398,0.6202, Paspalum repens,0.65705399,f Climate Segment f Climate Segment
399,1, Passiflora incarnata,1,f Climate Segment f Climate Segment
400,0.0175, Passiflora lutea,0.021245136,f Climate Segment f Climate Segment
401,0, Pedicularis lanceolata,0,f Climate Segment f Climate Segment
402,0, Peltandra virginica,0,f Climate Segment f Climate Segment
403,0.09, Penstemon alluviorum,0.102481752,f Climate Segment f Climate Segment
404,0, Penstemon calycosus,0,f Climate Segment f Climate Segment
405,0.0295, Penstemon deamii,0.034863636,f Climate Segment f Climate Segment
406,0, Penstemon hirsutus,0,f Climate Segment f Climate Segment
407,0, Persicaria amphibia,0,f Climate Segment f Climate Segment
408,0, Phacelia bipinnatifida,0,f Climate Segment f Climate Segment
409,0.0347, Phaseolus polystachios,0.040931569,f Climate Segment f Climate Segment
