,pvalues,speciesName,padj,model
34,5.00E-04, Aristida oligantha,0.00075,b Climate Segment f Climate Segment
35,0, Aristida purpurascens,0,b Climate Segment f Climate Segment
36,0.0148, Aristida ramosissima,0.016914286,b Climate Segment f Climate Segment
37,0, Arnoglossum plantagineum,0,b Climate Segment f Climate Segment
38,0.065, Arnoglossum reniforme,0.067041322,b Climate Segment f Climate Segment
39,0, Aronia melanocarpa,0,b Climate Segment f Climate Segment
40,0, Artemisia campestris,0,b Climate Segment f Climate Segment
41,9.00E-04, Aruncus dioicus,0.001279271,b Climate Segment f Climate Segment
42,0, Arundinaria gigantea,0,b Climate Segment f Climate Segment
43,0, Asclepias amplexicaulis,0,b Climate Segment f Climate Segment
44,0, Asclepias hirtella,0,b Climate Segment f Climate Segment
45,3.00E-04, Asclepias perennis,0.000466833,b Climate Segment f Climate Segment
46,4.00E-04, Asclepias purpurascens,0.000610269,b Climate Segment f Climate Segment
47,3.00E-04, Asclepias quadrifolia,0.000466833,b Climate Segment f Climate Segment
48,2.00E-04, Asclepias variegata,0.000326702,b Climate Segment f Climate Segment
49,0, Asclepias verticillata,0,b Climate Segment f Climate Segment
50,0, Asclepias viridiflora,0,b Climate Segment f Climate Segment
51,0.0026, Asplenium platyneuron,0.003444586,b Climate Segment f Climate Segment
52,0.0801, Asplenium rhizophyllum,0.081938361,b Climate Segment f Climate Segment
53,0, Astragalus canadensis,0,b Climate Segment f Climate Segment
54,0, Aureolaria pedicularia,0,b Climate Segment f Climate Segment
55,4.00E-04, Aureolaria virginica,0.000610269,b Climate Segment f Climate Segment
56,0, Baptisia alba,0,b Climate Segment f Climate Segment
57,0.0231, Baptisia australis,0.025422222,b Climate Segment f Climate Segment
58,1.00E-04, Baptisia leucophaea,0.000181924,b Climate Segment f Climate Segment
59,0, Bartonia virginica,0,b Climate Segment f Climate Segment
60,1.00E-04, Betula alleghaniensis,0.000181924,b Climate Segment f Climate Segment
61,3.00E-04, Betula nigra,0.000466833,b Climate Segment f Climate Segment
62,0, Betula pumila,0,b Climate Segment f Climate Segment
63,0.0394, Bidens aristosa,0.042133333,b Climate Segment f Climate Segment
64,2.00E-04, Bidens connata,0.000326702,b Climate Segment f Climate Segment
65,0, Bidens trichosperma,0,b Climate Segment f Climate Segment
66,2.00E-04, Bignonia capreolata,0.000326702,b Climate Segment f Climate Segment
67,0.086, Borodinia dentata,0.08754323,b Climate Segment f Climate Segment
68,0, Brasenia schreberi,0,b Climate Segment f Climate Segment
69,0, Bromus ciliatus,0,b Climate Segment f Climate Segment
70,0, Bulbostylis capillaris,0,b Climate Segment f Climate Segment
71,0, Calamagrostis canadensis,0,b Climate Segment f Climate Segment
72,0, Calamagrostis stricta,0,b Climate Segment f Climate Segment
73,0.0013, Callitriche terrestris,0.00179469,b Climate Segment f Climate Segment
74,0, Calopogon tuberosus,0,b Climate Segment f Climate Segment
75,8.00E-04, Calycocarpum lyonii,0.001158237,b Climate Segment f Climate Segment
76,0.0043, Calystegia catesbeiana,0.00559,b Climate Segment f Climate Segment
77,0, Campanula aparinoides,0,b Climate Segment f Climate Segment
78,0, Campanula rotundifolia,0,b Climate Segment f Climate Segment
79,1.00E-04, Cardamine angustata,0.000181924,b Climate Segment f Climate Segment
80,0.0061, Cardamine parviflora,0.007784049,b Climate Segment f Climate Segment
81,1.00E-04, Carex albolutescens,0.000181924,b Climate Segment f Climate Segment
82,0.0016, Carex annectens,0.002165727,b Climate Segment f Climate Segment
83,0, Carex bicknellii,0,b Climate Segment f Climate Segment
84,0.0086, Carex bushii,0.010440467,b Climate Segment f Climate Segment
85,3.00E-04, Carex buxbaumii,0.000466833,b Climate Segment f Climate Segment
86,0, Carex canescens,0,b Climate Segment f Climate Segment
87,0.008, Carex caroliniana,0.009944223,b Climate Segment f Climate Segment
88,0, Carex comosa,0,b Climate Segment f Climate Segment
89,0.0244, Carex crus-corvi,0.026805634,b Climate Segment f Climate Segment
90,0.0395, Carex davisii,0.042133333,b Climate Segment f Climate Segment
91,1.00E-04, Carex debilis,0.000181924,b Climate Segment f Climate Segment
92,1.00E-04, Carex diandra,0.000181924,b Climate Segment f Climate Segment
93,0.0166, Carex festucacea,0.018431317,b Climate Segment f Climate Segment
94,0.0057, Carex frankii,0.007333608,b Climate Segment f Climate Segment
95,0, Carex glaucodea,0,b Climate Segment f Climate Segment
96,0.0079, Carex louisianica,0.009839521,b Climate Segment f Climate Segment
97,1.00E-04, Carex muehlenbergii,0.000181924,b Climate Segment f Climate Segment
98,0, Carex oligosperma,0,b Climate Segment f Climate Segment
99,0, Carex pellita,0,b Climate Segment f Climate Segment
100,0, Carex pensylvanica,0,b Climate Segment f Climate Segment
101,0.04, Carex retroflexa,0.042521295,b Climate Segment f Climate Segment
102,0, Carex scoparia,0,b Climate Segment f Climate Segment
103,0.057, Carex shortiana,0.059083056,b Climate Segment f Climate Segment
104,0, Carex siccata,0,b Climate Segment f Climate Segment
105,0.0254, Carex squarrosa,0.027806316,b Climate Segment f Climate Segment
106,0, Carex stricta,0,b Climate Segment f Climate Segment
107,0, Carex suberecta,0,b Climate Segment f Climate Segment
108,0, Carex tonsa,0,b Climate Segment f Climate Segment
109,0, Carex trisperma,0,b Climate Segment f Climate Segment
110,0.0114, Carex typhina,0.013447259,b Climate Segment f Climate Segment
111,0.0094, Carex virescens,0.01128,b Climate Segment f Climate Segment
112,0, Carex viridula,0,b Climate Segment f Climate Segment
113,1.00E-04, Carex willdenowii,0.000181924,b Climate Segment f Climate Segment
114,0.0364, Carya illinoinensis,0.039229016,b Climate Segment f Climate Segment
115,0.004, Carya tomentosa,0.005221757,b Climate Segment f Climate Segment
116,0.0034, Castanea dentata,0.004466526,b Climate Segment f Climate Segment
117,0, Castilleja coccinea,0,b Climate Segment f Climate Segment
118,0.001, Catalpa speciosa,0.001405405,b Climate Segment f Climate Segment
119,1.00E-04, Ceanothus americanus,0.000181924,b Climate Segment f Climate Segment
120,0.001, Celtis laevigata,0.001405405,b Climate Segment f Climate Segment
121,0.0094, Celtis tenuifolia,0.01128,b Climate Segment f Climate Segment
122,0.0811, Cerastium nutans,0.082825532,b Climate Segment f Climate Segment
123,5.00E-04, Ceratophyllum demersum,0.00075,b Climate Segment f Climate Segment
124,0.1082, Chaerophyllum procumbens,0.109427553,b Climate Segment f Climate Segment
125,3.00E-04, Chamaecrista nictitans,0.000466833,b Climate Segment f Climate Segment
126,0, Chamaedaphne calyculata,0,b Climate Segment f Climate Segment
127,0, Chamaenerion angustifolium,0,b Climate Segment f Climate Segment
128,0, Chasmanthium latifolium,0,b Climate Segment f Climate Segment
129,0, Chenopodiastrum simplex,0,b Climate Segment f Climate Segment
130,0, Chenopodium pratericola,0,b Climate Segment f Climate Segment
131,0, Chimaphila umbellata,0,b Climate Segment f Climate Segment
132,0, Cicuta bulbifera,0,b Climate Segment f Climate Segment
133,0.0134, Cirsium carolinianum,0.015513173,b Climate Segment f Climate Segment
134,0.0014, Cirsium discolor,0.001928477,b Climate Segment f Climate Segment
135,0, Cirsium muticum,0,b Climate Segment f Climate Segment
136,0, Cirsium pumilum,0,b Climate Segment f Climate Segment
137,0, Cladium mariscoides,0,b Climate Segment f Climate Segment
138,0.0019, Clematis pitcheri,0.002549677,b Climate Segment f Climate Segment
139,0.0019, Clitoria mariana,0.002549677,b Climate Segment f Climate Segment
140,2.00E-04, Cocculus carolinus,0.000326702,b Climate Segment f Climate Segment
141,3.00E-04, Coleataenia anceps,0.000466833,b Climate Segment f Climate Segment
142,0, Coleataenia rigidula,0,b Climate Segment f Climate Segment
143,0.0291, Coleataenia stipitata,0.031690052,b Climate Segment f Climate Segment
144,1.00E-04, Comandra umbellata,0.000181924,b Climate Segment f Climate Segment
145,0, Comarum palustre,0,b Climate Segment f Climate Segment
146,1.00E-04, Commelina diffusa,0.000181924,b Climate Segment f Climate Segment
147,0, Commelina erecta,0,b Climate Segment f Climate Segment
148,0, Commelina virginica,0,b Climate Segment f Climate Segment
149,0, Comptonia peregrina,0,b Climate Segment f Climate Segment
150,0, Conoclinium coelestinum,0,b Climate Segment f Climate Segment
151,1.00E-04, Coptis trifolia,0.000181924,b Climate Segment f Climate Segment
152,4.00E-04, Corallorhiza wisteriana,0.000610269,b Climate Segment f Climate Segment
153,0, Coreopsis palmata,0,b Climate Segment f Climate Segment
154,1.00E-04, Coreopsis tripteris,0.000181924,b Climate Segment f Climate Segment
155,0.1761, Cornus drummondii,0.176382665,b Climate Segment f Climate Segment
156,4.00E-04, Cornus foemina,0.000610269,b Climate Segment f Climate Segment
157,0, Cornus racemosa,0,b Climate Segment f Climate Segment
158,0, Cornus sericea,0,b Climate Segment f Climate Segment
159,0.0089, Corydalis flavula,0.010741973,b Climate Segment f Climate Segment
160,0.0019, Crataegus viridis,0.002549677,b Climate Segment f Climate Segment
161,3.00E-04, Crocanthemum bicknellii,0.000466833,b Climate Segment f Climate Segment
162,0, Crocanthemum canadense,0,b Climate Segment f Climate Segment
163,0.0324, Cunila origanoides,0.034978547,b Climate Segment f Climate Segment
164,0.001, Cuphea viscosissima,0.001405405,b Climate Segment f Climate Segment
165,0.039, Cuscuta campestris,0.041814433,b Climate Segment f Climate Segment
166,0.0011, Cuscuta compacta,0.001525333,b Climate Segment f Climate Segment
167,0, Cycloloma atriplicifolium,0,b Climate Segment f Climate Segment
168,1.00E-04, Cynanchum laeve,0.000181924,b Climate Segment f Climate Segment
169,2.00E-04, Cynoglossum virginianum,0.000326702,b Climate Segment f Climate Segment
170,2.00E-04, Cyperus diandrus,0.000326702,b Climate Segment f Climate Segment
171,0.0036, Cyperus flavescens,0.004719328,b Climate Segment f Climate Segment
172,0, Cyperus lupulinus,0,b Climate Segment f Climate Segment
173,0.0156, Cyperus pseudovegetus,0.017413953,b Climate Segment f Climate Segment
174,2.00E-04, Cypripedium acaule,0.000326702,b Climate Segment f Climate Segment
175,0, Cypripedium candidum,0,b Climate Segment f Climate Segment
176,1.00E-04, Dasiphora fruticosa,0.000181924,b Climate Segment f Climate Segment
177,0, Decodon verticillatus,0,b Climate Segment f Climate Segment
178,0.1189, Delphinium tricorne,0.120054369,b Climate Segment f Climate Segment
179,0.0294, Desmanthus illinoensis,0.031960976,b Climate Segment f Climate Segment
180,0, Desmodium illinoense,0,b Climate Segment f Climate Segment
181,0.0134, Desmodium laevigatum,0.015513173,b Climate Segment f Climate Segment
182,2.00E-04, Desmodium nuttallii,0.000326702,b Climate Segment f Climate Segment
183,0, Desmodium sessilifolium,0,b Climate Segment f Climate Segment
184,0.0148, Dianthus armeria,0.016914286,b Climate Segment f Climate Segment
185,0.0849, Diarrhena americana,0.086564706,b Climate Segment f Climate Segment
186,0, Dichanthelium boscii,0,b Climate Segment f Climate Segment
187,1.00E-04, Dichanthelium commutatum,0.000181924,b Climate Segment f Climate Segment
188,1.00E-04, Dichanthelium depauperatum,0.000181924,b Climate Segment f Climate Segment
189,7.00E-04, Dichanthelium dichotomum,0.001030189,b Climate Segment f Climate Segment
190,2.00E-04, Dichanthelium latifolium,0.000326702,b Climate Segment f Climate Segment
191,0.0011, Dichanthelium laxiflorum,0.001525333,b Climate Segment f Climate Segment
192,0, Dichanthelium oligosanthes,0,b Climate Segment f Climate Segment
193,0, Dichanthelium ovale,0,b Climate Segment f Climate Segment
194,0, Dichanthelium perlongum,0,b Climate Segment f Climate Segment
195,0, Dichanthelium polyanthes,0,b Climate Segment f Climate Segment
196,0.0086, Dicliptera brachiata,0.010440467,b Climate Segment f Climate Segment
197,1.00E-04, Diervilla lonicera,0.000181924,b Climate Segment f Climate Segment
198,0, Digitaria cognata,0,b Climate Segment f Climate Segment
199,2.00E-04, Dinebra panicea,0.000326702,b Climate Segment f Climate Segment
200,1.00E-04, Diodia teres,0.000181924,b Climate Segment f Climate Segment
201,9.00E-04, Diospyros virginiana,0.001279271,b Climate Segment f Climate Segment
202,0, Doellingeria umbellata,0,b Climate Segment f Climate Segment
203,0, Drosera intermedia,0,b Climate Segment f Climate Segment
204,2.00E-04, Drosera rotundifolia,0.000326702,b Climate Segment f Climate Segment
205,2.00E-04, Drymocallis arguta,0.000326702,b Climate Segment f Climate Segment
206,0, Dryopteris carthusiana,0,b Climate Segment f Climate Segment
207,0, Dryopteris cristata,0,b Climate Segment f Climate Segment
208,0, Dulichium arundinaceum,0,b Climate Segment f Climate Segment
209,0, Echinochloa walteri,0,b Climate Segment f Climate Segment
210,1.00E-04, Echinocystis lobata,0.000181924,b Climate Segment f Climate Segment
211,0.0156, Echinodorus cordifolius,0.017413953,b Climate Segment f Climate Segment
212,0, Eleocharis acicularis,0,b Climate Segment f Climate Segment
213,0, Eleocharis erythropoda,0,b Climate Segment f Climate Segment
214,0, Eleocharis flavescens,0,b Climate Segment f Climate Segment
215,0.0011, Eleocharis verrucosa,0.001525333,b Climate Segment f Climate Segment
216,0, Elephantopus carolinianus,0,b Climate Segment f Climate Segment
217,2.00E-04, Elodea nuttallii,0.000326702,b Climate Segment f Climate Segment
218,0, Elymus canadensis,0,b Climate Segment f Climate Segment
219,1.00E-04, Elymus repens,0.000181924,b Climate Segment f Climate Segment
220,0, Elymus trachycaulus,0,b Climate Segment f Climate Segment
221,1.00E-04, Epilobium leptophyllum,0.000181924,b Climate Segment f Climate Segment
222,0, Equisetum fluviatile,0,b Climate Segment f Climate Segment
223,0.0061, Eragrostis capillaris,0.007784049,b Climate Segment f Climate Segment
224,0, Eriophorum virginicum,0,b Climate Segment f Climate Segment
225,0, Eriophorum viridicarinatum,0,b Climate Segment f Climate Segment
226,0, Eryngium yuccifolium,0,b Climate Segment f Climate Segment
227,3.00E-04, Euonymus americanus,0.000466833,b Climate Segment f Climate Segment
228,0, Eupatorium serotinum,0,b Climate Segment f Climate Segment
229,0.0163, Eupatorium sessilifolium,0.018130481,b Climate Segment f Climate Segment
230,1.00E-04, Euphorbia humistrata,0.000181924,b Climate Segment f Climate Segment
231,1.00E-04, Eurybia macrophylla,0.000181924,b Climate Segment f Climate Segment
232,1.00E-04, Euthamia gymnospermoides,0.000181924,b Climate Segment f Climate Segment
233,0.0395, Eutrochium fistulosum,0.042133333,b Climate Segment f Climate Segment
234,0, Eutrochium maculatum,0,b Climate Segment f Climate Segment
235,0.0086, Fleischmannia incarnata,0.010440467,b Climate Segment f Climate Segment
236,7.00E-04, Floerkea proserpinacoides,0.001030189,b Climate Segment f Climate Segment
237,0, Forestiera acuminata,0,b Climate Segment f Climate Segment
238,0.0134, Frangula caroliniana,0.015513173,b Climate Segment f Climate Segment
239,0.0087, Fraxinus biltmoreana,0.010541359,b Climate Segment f Climate Segment
240,0.0525, Galactia volubilis,0.054691152,b Climate Segment f Climate Segment
241,0, Galium boreale,0,b Climate Segment f Climate Segment
242,0, Galium labradoricum,0,b Climate Segment f Climate Segment
243,0, Galium pilosum,0,b Climate Segment f Climate Segment
244,0.0247, Gamochaeta purpurea,0.027087522,b Climate Segment f Climate Segment
245,2.00E-04, Gaultheria procumbens,0.000326702,b Climate Segment f Climate Segment
246,0, Gaylussacia baccata,0,b Climate Segment f Climate Segment
247,0.0086, Gentiana alba,0.010440467,b Climate Segment f Climate Segment
248,3.00E-04, Gentiana saponaria,0.000466833,b Climate Segment f Climate Segment
249,0, Gentianopsis crinita,0,b Climate Segment f Climate Segment
250,1.00E-04, Gentianopsis virgata,0.000181924,b Climate Segment f Climate Segment
251,0, Geranium carolinianum,0,b Climate Segment f Climate Segment
252,0, Geum aleppicum,0,b Climate Segment f Climate Segment
253,2.00E-04, Geum laciniatum,0.000326702,b Climate Segment f Climate Segment
254,0, Gillenia stipulata,0,b Climate Segment f Climate Segment
255,1.00E-04, Glyceria septentrionalis,0.000181924,b Climate Segment f Climate Segment
256,2.00E-04, Gonolobus suberosus,0.000326702,b Climate Segment f Climate Segment
257,0.0447, Hasteola suaveolens,0.047116216,b Climate Segment f Climate Segment
258,1.00E-04, Hedeoma hispida,0.000181924,b Climate Segment f Climate Segment
259,4.00E-04, Helenium flexuosum,0.000610269,b Climate Segment f Climate Segment
260,0, Helianthus giganteus,0,b Climate Segment f Climate Segment
261,0.0146, Helianthus microcephalus,0.016777901,b Climate Segment f Climate Segment
262,1.00E-04, Helianthus mollis,0.000181924,b Climate Segment f Climate Segment
263,0, Helianthus occidentalis,0,b Climate Segment f Climate Segment
264,1.00E-04, Helianthus strumosus,0.000181924,b Climate Segment f Climate Segment
265,5.00E-04, Heracleum maximum,0.00075,b Climate Segment f Climate Segment
266,0, Hesperostipa spartea,0,b Climate Segment f Climate Segment
267,2.00E-04, Heteranthera dubia,0.000326702,b Climate Segment f Climate Segment
268,9.00E-04, Heteranthera reniformis,0.001279271,b Climate Segment f Climate Segment
269,0, Heuchera richardsonii,0,b Climate Segment f Climate Segment
270,0.0134, Heuchera villosa,0.015513173,b Climate Segment f Climate Segment
271,5.00E-04, Hibiscus moscheutos,0.00075,b Climate Segment f Climate Segment
272,0, Hieracium umbellatum,0,b Climate Segment f Climate Segment
273,0, Hordeum jubatum,0,b Climate Segment f Climate Segment
274,0.0015, Hordeum pusillum,0.002043668,b Climate Segment f Climate Segment
275,1.00E-04, Houstonia caerulea,0.000181924,b Climate Segment f Climate Segment
276,3.00E-04, Houstonia purpurea,0.000466833,b Climate Segment f Climate Segment
277,0.1312, Hybanthus concolor,0.132147097,b Climate Segment f Climate Segment
278,0, Hydrocotyle umbellata,0,b Climate Segment f Climate Segment
279,0, Hydrophyllum virginianum,0,b Climate Segment f Climate Segment
280,0.0016, Hylodesmum pauciflorum,0.002165727,b Climate Segment f Climate Segment
281,8.00E-04, Hymenocallis occidentalis,0.001158237,b Climate Segment f Climate Segment
282,2.00E-04, Hypericum boreale,0.000326702,b Climate Segment f Climate Segment
283,4.00E-04, Hypericum drummondii,0.000610269,b Climate Segment f Climate Segment
284,9.00E-04, Hypericum gentianoides,0.001279271,b Climate Segment f Climate Segment
285,0, Hypericum hypericoides,0,b Climate Segment f Climate Segment
286,0, Hypericum kalmianum,0,b Climate Segment f Climate Segment
287,0, Hypericum majus,0,b Climate Segment f Climate Segment
288,0.0109, Hypericum virgatum,0.012906262,b Climate Segment f Climate Segment
289,0.0069, Ilex decidua,0.008715789,b Climate Segment f Climate Segment
290,0, Ilex mucronata,0,b Climate Segment f Climate Segment
291,0.0066, Iodanthus pinnatifidus,0.008370732,b Climate Segment f Climate Segment
292,0, Ipomoea lacunosa,0,b Climate Segment f Climate Segment
293,0.0156, Iresine rhizomatosa,0.017413953,b Climate Segment f Climate Segment
294,0.0095, Iris brevicaulis,0.011378119,b Climate Segment f Climate Segment
295,0.0062, Iris cristata,0.00789551,b Climate Segment f Climate Segment
296,0.0156, Isotrema tomentosa,0.017413953,b Climate Segment f Climate Segment
297,0.0297, Jeffersonia diphylla,0.032119237,b Climate Segment f Climate Segment
298,0.0125, Juncus anthelatus,0.014689266,b Climate Segment f Climate Segment
299,0.0146, Juncus brachycarpus,0.016777901,b Climate Segment f Climate Segment
300,0, Juncus canadensis,0,b Climate Segment f Climate Segment
301,9.00E-04, Juncus diffusissimus,0.001279271,b Climate Segment f Climate Segment
302,0, Juncus marginatus,0,b Climate Segment f Climate Segment
303,1.00E-04, Juncus torreyi,0.000181924,b Climate Segment f Climate Segment
304,0, Koeleria macrantha,0,b Climate Segment f Climate Segment
305,0.001, Krigia dandelion,0.001405405,b Climate Segment f Climate Segment
306,0, Krigia virginica,0,b Climate Segment f Climate Segment
307,0.0946, Kyllinga pumila,0.096140717,b Climate Segment f Climate Segment
308,0.0982, Lactuca floridana,0.099475325,b Climate Segment f Climate Segment
309,0, Larix laricina,0,b Climate Segment f Climate Segment
310,0, Lathyrus palustris,0,b Climate Segment f Climate Segment
311,1.00E-04, Lathyrus venosus,0.000181924,b Climate Segment f Climate Segment
312,0, Lechea mucronata,0,b Climate Segment f Climate Segment
313,0, Lechea pulchella,0,b Climate Segment f Climate Segment
314,0.0167, Lechea tenuifolia,0.018509414,b Climate Segment f Climate Segment
315,9.00E-04, Lemna trisulca,0.001279271,b Climate Segment f Climate Segment
316,0, Lespedeza capitata,0,b Climate Segment f Climate Segment
317,1.00E-04, Lespedeza hirta,0.000181924,b Climate Segment f Climate Segment
318,0.0654, Lespedeza procumbens,0.067342574,b Climate Segment f Climate Segment
319,0, Lespedeza repens,0,b Climate Segment f Climate Segment
320,5.00E-04, Lespedeza violacea,0.00075,b Climate Segment f Climate Segment
321,0.0479, Leucospora multifida,0.050404047,b Climate Segment f Climate Segment
322,0, Liatris aspera,0,b Climate Segment f Climate Segment
323,0, Liatris scariosa,0,b Climate Segment f Climate Segment
324,0, Liatris spicata,0,b Climate Segment f Climate Segment
325,0.0525, Liatris squarrosa,0.054691152,b Climate Segment f Climate Segment
326,0.0045, Liatris squarrulosa,0.005837838,b Climate Segment f Climate Segment
327,0, Lilium michiganense,0,b Climate Segment f Climate Segment
328,0, Lilium philadelphicum,0,b Climate Segment f Climate Segment
329,0.0098, Linum medium,0.011692543,b Climate Segment f Climate Segment
330,1.00E-04, Liquidambar styraciflua,0.000181924,b Climate Segment f Climate Segment
331,3.00E-04, Lithospermum canescens,0.000466833,b Climate Segment f Climate Segment
332,0, Lithospermum caroliniense,0,b Climate Segment f Climate Segment
333,1.00E-04, Lobelia cardinalis,0.000181924,b Climate Segment f Climate Segment
334,0, Lobelia kalmii,0,b Climate Segment f Climate Segment
335,7.00E-04, Lobelia puberula,0.001030189,b Climate Segment f Climate Segment
336,1.00E-04, Lobelia spicata,0.000181924,b Climate Segment f Climate Segment
337,0.0156, Ludwigia decurrens,0.017413953,b Climate Segment f Climate Segment
338,1.00E-04, Ludwigia sphaerocarpa,0.000181924,b Climate Segment f Climate Segment
339,0, Lupinus perennis,0,b Climate Segment f Climate Segment
340,0.0046, Luzula echinata,0.005955187,b Climate Segment f Climate Segment
341,0, Luzula multiflora,0,b Climate Segment f Climate Segment
342,0, Lycopus uniflorus,0,b Climate Segment f Climate Segment
343,8.00E-04, Lycopus virginicus,0.001158237,b Climate Segment f Climate Segment
344,0.0088, Lysimachia arvensis,0.01064186,b Climate Segment f Climate Segment
345,1.00E-04, Lysimachia borealis,0.000181924,b Climate Segment f Climate Segment
346,0.0011, Lysimachia minima,0.001525333,b Climate Segment f Climate Segment
347,0, Lysimachia quadrifolia,0,b Climate Segment f Climate Segment
348,0, Lysimachia terrestris,0,b Climate Segment f Climate Segment
349,0, Lysimachia thyrsiflora,0,b Climate Segment f Climate Segment
350,0, Lythrum alatum,0,b Climate Segment f Climate Segment
351,0, Maianthemum canadense,0,b Climate Segment f Climate Segment
352,0, Maianthemum stellatum,0,b Climate Segment f Climate Segment
353,0.0011, Manfreda virginica,0.001525333,b Climate Segment f Climate Segment
354,0.0443, Matelea obliqua,0.046852881,b Climate Segment f Climate Segment
355,0, Melampyrum lineare,0,b Climate Segment f Climate Segment
356,0.0156, Melica mutica,0.017413953,b Climate Segment f Climate Segment
357,0.0156, Melothria pendula,0.017413953,b Climate Segment f Climate Segment
358,0, Mentha canadensis,0,b Climate Segment f Climate Segment
359,0, Menyanthes trifoliata,0,b Climate Segment f Climate Segment
360,0, Micranthes pensylvanica,0,b Climate Segment f Climate Segment
361,0.0134, Micranthes virginiensis,0.015513173,b Climate Segment f Climate Segment
362,0.012, Mimulus alatus,0.014128302,b Climate Segment f Climate Segment
363,0.0034, Monarda clinopodia,0.004466526,b Climate Segment f Climate Segment
364,0, Monarda punctata,0,b Climate Segment f Climate Segment
365,0.0717, Morus rubra,0.073586842,b Climate Segment f Climate Segment
366,0.0018, Muhlenbergia bushii,0.002431169,b Climate Segment f Climate Segment
367,0, Muhlenbergia glomerata,0,b Climate Segment f Climate Segment
368,0, Muhlenbergia mexicana,0,b Climate Segment f Climate Segment
369,0.0296, Muhlenbergia sobolifera,0.032066667,b Climate Segment f Climate Segment
370,0.0525, Myosotis macrosperma,0.054691152,b Climate Segment f Climate Segment
371,1.00E-04, Nabalus albus,0.000181924,b Climate Segment f Climate Segment
372,0, Nabalus asper,0,b Climate Segment f Climate Segment
373,0, Nabalus racemosus,0,b Climate Segment f Climate Segment
374,0, Najas flexilis,0,b Climate Segment f Climate Segment
375,0, Nuttallanthus canadensis,0,b Climate Segment f Climate Segment
376,0, Nymphaea odorata,0,b Climate Segment f Climate Segment
377,3.00E-04, Obolaria virginica,0.000466833,b Climate Segment f Climate Segment
378,0, Oenothera clelandii,0,b Climate Segment f Climate Segment
379,0, Oenothera fruticosa,0,b Climate Segment f Climate Segment
380,0.0025, Oenothera laciniata,0.003326226,b Climate Segment f Climate Segment
381,0.0011, Ophioglossum vulgatum,0.001525333,b Climate Segment f Climate Segment
382,8.00E-04, Orbexilum pedunculatum,0.001158237,b Climate Segment f Climate Segment
383,0.0525, Orobanche riparia,0.054691152,b Climate Segment f Climate Segment
384,4.00E-04, Oxalis grandis,0.000610269,b Climate Segment f Climate Segment
385,0, Packera glabella,0,b Climate Segment f Climate Segment
386,0, Packera paupercula,0,b Climate Segment f Climate Segment
387,0, Packera plattensis,0,b Climate Segment f Climate Segment
388,0.0015, Panicum flexile,0.002043668,b Climate Segment f Climate Segment
389,0.0114, Panicum philadelphicum,0.013447259,b Climate Segment f Climate Segment
390,1.00E-04, Panicum tuckermanii,0.000181924,b Climate Segment f Climate Segment
391,1.00E-04, Parnassia glauca,0.000181924,b Climate Segment f Climate Segment
392,2.00E-04, Paronychia canadensis,0.000326702,b Climate Segment f Climate Segment
