,pvalues,speciesName,padj,model
72,0.0162, Calamagrostis stricta,0.024476513,a Climate Segment b Climate Segment
73,0, Callitriche terrestris,0,a Climate Segment b Climate Segment
74,0.0867, Calopogon tuberosus,0.113148548,a Climate Segment b Climate Segment
75,0, Calycocarpum lyonii,0,a Climate Segment b Climate Segment
76,0, Calystegia catesbeiana,0,a Climate Segment b Climate Segment
77,0.2251, Campanula aparinoides,0.253542238,a Climate Segment b Climate Segment
78,0.0302, Campanula rotundifolia,0.044029907,a Climate Segment b Climate Segment
79,0, Cardamine angustata,0,a Climate Segment b Climate Segment
80,0, Cardamine parviflora,0,a Climate Segment b Climate Segment
81,0, Carex albolutescens,0,a Climate Segment b Climate Segment
82,0, Carex annectens,0,a Climate Segment b Climate Segment
83,0.0921, Carex bicknellii,0.118986335,a Climate Segment b Climate Segment
84,0, Carex bushii,0,a Climate Segment b Climate Segment
85,0.007, Carex buxbaumii,0.011030303,a Climate Segment b Climate Segment
86,0.1468, Carex canescens,0.176760902,a Climate Segment b Climate Segment
87,0, Carex caroliniana,0,a Climate Segment b Climate Segment
88,0.3288, Carex comosa,0.35072,a Climate Segment b Climate Segment
89,0, Carex crus-corvi,0,a Climate Segment b Climate Segment
90,0, Carex davisii,0,a Climate Segment b Climate Segment
91,0, Carex debilis,0,a Climate Segment b Climate Segment
92,0.2401, Carex diandra,0.265642553,a Climate Segment b Climate Segment
93,0, Carex festucacea,0,a Climate Segment b Climate Segment
94,0, Carex frankii,0,a Climate Segment b Climate Segment
95,0, Carex glaucodea,0,a Climate Segment b Climate Segment
96,0, Carex louisianica,0,a Climate Segment b Climate Segment
97,0, Carex muehlenbergii,0,a Climate Segment b Climate Segment
98,0.1507, Carex oligosperma,0.176760902,a Climate Segment b Climate Segment
99,0.0104, Carex pellita,0.016063366,a Climate Segment b Climate Segment
100,0.5689, Carex pensylvanica,0.580054902,a Climate Segment b Climate Segment
101,0, Carex retroflexa,0,a Climate Segment b Climate Segment
102,0.0998, Carex scoparia,0.12657561,a Climate Segment b Climate Segment
103,0, Carex shortiana,0,a Climate Segment b Climate Segment
104,0.1507, Carex siccata,0.176760902,a Climate Segment b Climate Segment
105,0, Carex squarrosa,0,a Climate Segment b Climate Segment
106,0.2092, Carex stricta,0.237346909,a Climate Segment b Climate Segment
107,0.0744, Carex suberecta,0.101365939,a Climate Segment b Climate Segment
108,0.1507, Carex tonsa,0.176760902,a Climate Segment b Climate Segment
109,0.0255, Carex trisperma,0.037706161,a Climate Segment b Climate Segment
110,0, Carex typhina,0,a Climate Segment b Climate Segment
111,0, Carex virescens,0,a Climate Segment b Climate Segment
112,0.0993, Carex viridula,0.126197963,a Climate Segment b Climate Segment
113,0, Carex willdenowii,0,a Climate Segment b Climate Segment
114,0, Carya illinoinensis,0,a Climate Segment b Climate Segment
115,0, Carya tomentosa,0,a Climate Segment b Climate Segment
116,0, Castanea dentata,0,a Climate Segment b Climate Segment
117,0.0302, Castilleja coccinea,0.044029907,a Climate Segment b Climate Segment
118,0, Catalpa speciosa,0,a Climate Segment b Climate Segment
119,0, Ceanothus americanus,0,a Climate Segment b Climate Segment
120,0, Celtis laevigata,0,a Climate Segment b Climate Segment
121,0, Celtis tenuifolia,0,a Climate Segment b Climate Segment
122,0, Cerastium nutans,0,a Climate Segment b Climate Segment
123,3.00E-04, Ceratophyllum demersum,0.000544186,a Climate Segment b Climate Segment
124,0, Chaerophyllum procumbens,0,a Climate Segment b Climate Segment
125,0, Chamaecrista nictitans,0,a Climate Segment b Climate Segment
126,0.1468, Chamaedaphne calyculata,0.176760902,a Climate Segment b Climate Segment
127,0.0749, Chamaenerion angustifolium,0.101603478,a Climate Segment b Climate Segment
128,0, Chasmanthium latifolium,0,a Climate Segment b Climate Segment
129,0.2538, Chenopodiastrum simplex,0.278822535,a Climate Segment b Climate Segment
130,0.08, Chenopodium pratericola,0.105539112,a Climate Segment b Climate Segment
131,0.0396, Chimaphila umbellata,0.055905882,a Climate Segment b Climate Segment
132,0.4682, Cicuta bulbifera,0.486117804,a Climate Segment b Climate Segment
133,0, Cirsium carolinianum,0,a Climate Segment b Climate Segment
134,0.0309, Cirsium discolor,0.044945455,a Climate Segment b Climate Segment
135,0.5174, Cirsium muticum,0.533648926,a Climate Segment b Climate Segment
136,0.08, Cirsium pumilum,0.105539112,a Climate Segment b Climate Segment
137,0.0749, Cladium mariscoides,0.101603478,a Climate Segment b Climate Segment
138,0, Clematis pitcheri,0,a Climate Segment b Climate Segment
139,0, Clitoria mariana,0,a Climate Segment b Climate Segment
140,0, Cocculus carolinus,0,a Climate Segment b Climate Segment
141,0, Coleataenia anceps,0,a Climate Segment b Climate Segment
142,0, Coleataenia rigidula,0,a Climate Segment b Climate Segment
143,1.00E-04, Coleataenia stipitata,0.000184071,a Climate Segment b Climate Segment
144,0, Comandra umbellata,0,a Climate Segment b Climate Segment
145,0.2538, Comarum palustre,0.278822535,a Climate Segment b Climate Segment
146,0, Commelina diffusa,0,a Climate Segment b Climate Segment
147,3.00E-04, Commelina erecta,0.000544186,a Climate Segment b Climate Segment
148,0, Commelina virginica,0,a Climate Segment b Climate Segment
149,0.0396, Comptonia peregrina,0.055905882,a Climate Segment b Climate Segment
150,0, Conoclinium coelestinum,0,a Climate Segment b Climate Segment
151,0.2401, Coptis trifolia,0.265642553,a Climate Segment b Climate Segment
152,0, Corallorhiza wisteriana,0,a Climate Segment b Climate Segment
153,0.0117, Coreopsis palmata,0.017938084,a Climate Segment b Climate Segment
154,0, Coreopsis tripteris,0,a Climate Segment b Climate Segment
155,0, Cornus drummondii,0,a Climate Segment b Climate Segment
156,0, Cornus foemina,0,a Climate Segment b Climate Segment
157,0.0795, Cornus racemosa,0.105539112,a Climate Segment b Climate Segment
158,0.1488, Cornus sericea,0.176760902,a Climate Segment b Climate Segment
159,0, Corydalis flavula,0,a Climate Segment b Climate Segment
160,0, Crataegus viridis,0,a Climate Segment b Climate Segment
161,0.1451, Crocanthemum bicknellii,0.176760902,a Climate Segment b Climate Segment
162,0.0536, Crocanthemum canadense,0.074824161,a Climate Segment b Climate Segment
163,0, Cunila origanoides,0,a Climate Segment b Climate Segment
164,0, Cuphea viscosissima,0,a Climate Segment b Climate Segment
165,0, Cuscuta campestris,0,a Climate Segment b Climate Segment
166,0, Cuscuta compacta,0,a Climate Segment b Climate Segment
167,0, Cycloloma atriplicifolium,0,a Climate Segment b Climate Segment
168,0, Cynanchum laeve,0,a Climate Segment b Climate Segment
169,0, Cynoglossum virginianum,0,a Climate Segment b Climate Segment
170,0.4474, Cyperus diandrus,0.466281135,a Climate Segment b Climate Segment
171,0, Cyperus flavescens,0,a Climate Segment b Climate Segment
172,0, Cyperus lupulinus,0,a Climate Segment b Climate Segment
173,0, Cyperus pseudovegetus,0,a Climate Segment b Climate Segment
174,0.4474, Cypripedium acaule,0.466281135,a Climate Segment b Climate Segment
175,0.08, Cypripedium candidum,0.105539112,a Climate Segment b Climate Segment
176,0.2358, Dasiphora fruticosa,0.265115676,a Climate Segment b Climate Segment
177,0.5152, Decodon verticillatus,0.532259603,a Climate Segment b Climate Segment
178,0, Delphinium tricorne,0,a Climate Segment b Climate Segment
179,0, Desmanthus illinoensis,0,a Climate Segment b Climate Segment
180,0.1733, Desmodium illinoense,0.199151381,a Climate Segment b Climate Segment
181,0, Desmodium laevigatum,0,a Climate Segment b Climate Segment
182,0, Desmodium nuttallii,0,a Climate Segment b Climate Segment
183,0.0014, Desmodium sessilifolium,0.002406612,a Climate Segment b Climate Segment
184,0, Dianthus armeria,0,a Climate Segment b Climate Segment
185,0, Diarrhena americana,0,a Climate Segment b Climate Segment
186,0, Dichanthelium boscii,0,a Climate Segment b Climate Segment
187,0, Dichanthelium commutatum,0,a Climate Segment b Climate Segment
188,0, Dichanthelium depauperatum,0,a Climate Segment b Climate Segment
189,0, Dichanthelium dichotomum,0,a Climate Segment b Climate Segment
190,0.0775, Dichanthelium latifolium,0.104675325,a Climate Segment b Climate Segment
191,0, Dichanthelium laxiflorum,0,a Climate Segment b Climate Segment
192,5.00E-04, Dichanthelium oligosanthes,0.000901734,a Climate Segment b Climate Segment
193,1.00E-04, Dichanthelium ovale,0.000184071,a Climate Segment b Climate Segment
194,0.0061, Dichanthelium perlongum,0.009636456,a Climate Segment b Climate Segment
195,0, Dichanthelium polyanthes,0,a Climate Segment b Climate Segment
196,0, Dicliptera brachiata,0,a Climate Segment b Climate Segment
197,0.2401, Diervilla lonicera,0.265642553,a Climate Segment b Climate Segment
198,0.0936, Digitaria cognata,0.120177778,a Climate Segment b Climate Segment
199,0, Dinebra panicea,0,a Climate Segment b Climate Segment
200,0, Diodia teres,0,a Climate Segment b Climate Segment
201,0, Diospyros virginiana,0,a Climate Segment b Climate Segment
202,0.0089, Doellingeria umbellata,0.013849377,a Climate Segment b Climate Segment
203,0.1507, Drosera intermedia,0.176760902,a Climate Segment b Climate Segment
204,0.5336, Drosera rotundifolia,0.546742857,a Climate Segment b Climate Segment
205,0.079, Drymocallis arguta,0.105539112,a Climate Segment b Climate Segment
206,0.5382, Dryopteris carthusiana,0.550552131,a Climate Segment b Climate Segment
207,0.1995, Dryopteris cristata,0.228,a Climate Segment b Climate Segment
208,0.0936, Dulichium arundinaceum,0.120177778,a Climate Segment b Climate Segment
209,0.0013, Echinochloa walteri,0.002272269,a Climate Segment b Climate Segment
210,0.2951, Echinocystis lobata,0.317486897,a Climate Segment b Climate Segment
211,0, Echinodorus cordifolius,0,a Climate Segment b Climate Segment
212,0.0016, Eleocharis acicularis,0.002713043,a Climate Segment b Climate Segment
213,0.1331, Eleocharis erythropoda,0.165447012,a Climate Segment b Climate Segment
214,0.1627, Eleocharis flavescens,0.188008889,a Climate Segment b Climate Segment
215,0, Eleocharis verrucosa,0,a Climate Segment b Climate Segment
216,0, Elephantopus carolinianus,0,a Climate Segment b Climate Segment
217,0.4474, Elodea nuttallii,0.466281135,a Climate Segment b Climate Segment
218,0.0386, Elymus canadensis,0.05511762,a Climate Segment b Climate Segment
219,0.5848, Elymus repens,0.595293964,a Climate Segment b Climate Segment
220,0.2674, Elymus trachycaulus,0.292219965,a Climate Segment b Climate Segment
221,0.6632, Epilobium leptophyllum,0.669638835,a Climate Segment b Climate Segment
222,0.1995, Equisetum fluviatile,0.228,a Climate Segment b Climate Segment
223,0, Eragrostis capillaris,0,a Climate Segment b Climate Segment
224,0.2763, Eriophorum virginicum,0.299455113,a Climate Segment b Climate Segment
225,0.08, Eriophorum viridicarinatum,0.105539112,a Climate Segment b Climate Segment
226,0.0016, Eryngium yuccifolium,0.002713043,a Climate Segment b Climate Segment
227,0, Euonymus americanus,0,a Climate Segment b Climate Segment
228,0, Eupatorium serotinum,0,a Climate Segment b Climate Segment
229,0, Eupatorium sessilifolium,0,a Climate Segment b Climate Segment
230,0, Euphorbia humistrata,0,a Climate Segment b Climate Segment
231,0.2117, Eurybia macrophylla,0.239313043,a Climate Segment b Climate Segment
232,0.0048, Euthamia gymnospermoides,0.007759585,a Climate Segment b Climate Segment
233,0, Eutrochium fistulosum,0,a Climate Segment b Climate Segment
234,0.3995, Eutrochium maculatum,0.423239389,a Climate Segment b Climate Segment
235,0, Fleischmannia incarnata,0,a Climate Segment b Climate Segment
236,0.0386, Floerkea proserpinacoides,0.05511762,a Climate Segment b Climate Segment
237,0, Forestiera acuminata,0,a Climate Segment b Climate Segment
238,0, Frangula caroliniana,0,a Climate Segment b Climate Segment
239,0, Fraxinus biltmoreana,0,a Climate Segment b Climate Segment
240,0, Galactia volubilis,0,a Climate Segment b Climate Segment
241,0.0086, Galium boreale,0.013449624,a Climate Segment b Climate Segment
242,0.0255, Galium labradoricum,0.037706161,a Climate Segment b Climate Segment
243,0, Galium pilosum,0,a Climate Segment b Climate Segment
244,0, Gamochaeta purpurea,0,a Climate Segment b Climate Segment
245,0.315, Gaultheria procumbens,0.337152659,a Climate Segment b Climate Segment
246,0.0055, Gaylussacia baccata,0.008822622,a Climate Segment b Climate Segment
247,0, Gentiana alba,0,a Climate Segment b Climate Segment
248,0, Gentiana saponaria,0,a Climate Segment b Climate Segment
249,0.1155, Gentianopsis crinita,0.144557916,a Climate Segment b Climate Segment
250,0.209, Gentianopsis virgata,0.237346909,a Climate Segment b Climate Segment
251,0, Geranium carolinianum,0,a Climate Segment b Climate Segment
252,0.2674, Geum aleppicum,0.292219965,a Climate Segment b Climate Segment
253,0.0773, Geum laciniatum,0.10463167,a Climate Segment b Climate Segment
254,0, Gillenia stipulata,0,a Climate Segment b Climate Segment
255,0, Glyceria septentrionalis,0,a Climate Segment b Climate Segment
256,0, Gonolobus suberosus,0,a Climate Segment b Climate Segment
257,0, Hasteola suaveolens,0,a Climate Segment b Climate Segment
258,0.0043, Hedeoma hispida,0.0069875,a Climate Segment b Climate Segment
259,0, Helenium flexuosum,0,a Climate Segment b Climate Segment
260,0.0608, Helianthus giganteus,0.083750993,a Climate Segment b Climate Segment
261,0, Helianthus microcephalus,0,a Climate Segment b Climate Segment
262,1.00E-04, Helianthus mollis,0.000184071,a Climate Segment b Climate Segment
263,3.00E-04, Helianthus occidentalis,0.000544186,a Climate Segment b Climate Segment
264,0.0346, Helianthus strumosus,0.049977778,a Climate Segment b Climate Segment
265,0.2903, Heracleum maximum,0.312862176,a Climate Segment b Climate Segment
266,0.0117, Hesperostipa spartea,0.017938084,a Climate Segment b Climate Segment
267,0.5192, Heteranthera dubia,0.534621782,a Climate Segment b Climate Segment
268,0, Heteranthera reniformis,0,a Climate Segment b Climate Segment
269,0.0038, Heuchera richardsonii,0.00620733,a Climate Segment b Climate Segment
270,0, Heuchera villosa,0,a Climate Segment b Climate Segment
271,0, Hibiscus moscheutos,0,a Climate Segment b Climate Segment
272,0.0014, Hieracium umbellatum,0.002406612,a Climate Segment b Climate Segment
273,0.5125, Hordeum jubatum,0.530348259,a Climate Segment b Climate Segment
274,0, Hordeum pusillum,0,a Climate Segment b Climate Segment
275,0, Houstonia caerulea,0,a Climate Segment b Climate Segment
276,0, Houstonia purpurea,0,a Climate Segment b Climate Segment
277,0, Hybanthus concolor,0,a Climate Segment b Climate Segment
278,0.1468, Hydrocotyle umbellata,0.176760902,a Climate Segment b Climate Segment
279,0.1055, Hydrophyllum virginianum,0.133263158,a Climate Segment b Climate Segment
280,0, Hylodesmum pauciflorum,0,a Climate Segment b Climate Segment
281,0, Hymenocallis occidentalis,0,a Climate Segment b Climate Segment
282,0.4474, Hypericum boreale,0.466281135,a Climate Segment b Climate Segment
283,0, Hypericum drummondii,0,a Climate Segment b Climate Segment
284,0, Hypericum gentianoides,0,a Climate Segment b Climate Segment
285,0, Hypericum hypericoides,0,a Climate Segment b Climate Segment
286,0.1507, Hypericum kalmianum,0.176760902,a Climate Segment b Climate Segment
287,0.0599, Hypericum majus,0.082693805,a Climate Segment b Climate Segment
288,0, Hypericum virgatum,0,a Climate Segment b Climate Segment
289,0, Ilex decidua,0,a Climate Segment b Climate Segment
290,0.0591, Ilex mucronata,0.081952,a Climate Segment b Climate Segment
291,0, Iodanthus pinnatifidus,0,a Climate Segment b Climate Segment
292,0, Ipomoea lacunosa,0,a Climate Segment b Climate Segment
293,0, Iresine rhizomatosa,0,a Climate Segment b Climate Segment
294,0, Iris brevicaulis,0,a Climate Segment b Climate Segment
295,0, Iris cristata,0,a Climate Segment b Climate Segment
296,0, Isotrema tomentosa,0,a Climate Segment b Climate Segment
297,0, Jeffersonia diphylla,0,a Climate Segment b Climate Segment
298,0, Juncus anthelatus,0,a Climate Segment b Climate Segment
299,0, Juncus brachycarpus,0,a Climate Segment b Climate Segment
300,0.2854, Juncus canadensis,0.308113495,a Climate Segment b Climate Segment
301,0, Juncus diffusissimus,0,a Climate Segment b Climate Segment
302,0, Juncus marginatus,0,a Climate Segment b Climate Segment
303,0, Juncus torreyi,0,a Climate Segment b Climate Segment
304,0.0038, Koeleria macrantha,0.00620733,a Climate Segment b Climate Segment
305,0, Krigia dandelion,0,a Climate Segment b Climate Segment
306,0.0061, Krigia virginica,0.009636456,a Climate Segment b Climate Segment
307,0, Kyllinga pumila,0,a Climate Segment b Climate Segment
308,0, Lactuca floridana,0,a Climate Segment b Climate Segment
309,0.156, Larix laricina,0.181951402,a Climate Segment b Climate Segment
310,0.0185, Lathyrus palustris,0.027884058,a Climate Segment b Climate Segment
311,0.0024, Lathyrus venosus,0.004047568,a Climate Segment b Climate Segment
312,0, Lechea mucronata,0,a Climate Segment b Climate Segment
313,0.0302, Lechea pulchella,0.044029907,a Climate Segment b Climate Segment
314,0, Lechea tenuifolia,0,a Climate Segment b Climate Segment
315,0.8353, Lemna trisulca,0.837985852,a Climate Segment b Climate Segment
316,7.00E-04, Lespedeza capitata,0.001244444,a Climate Segment b Climate Segment
317,0, Lespedeza hirta,0,a Climate Segment b Climate Segment
318,0, Lespedeza procumbens,0,a Climate Segment b Climate Segment
319,0, Lespedeza repens,0,a Climate Segment b Climate Segment
320,0, Lespedeza violacea,0,a Climate Segment b Climate Segment
321,0, Leucospora multifida,0,a Climate Segment b Climate Segment
322,0.0014, Liatris aspera,0.002406612,a Climate Segment b Climate Segment
323,0.1627, Liatris scariosa,0.188008889,a Climate Segment b Climate Segment
324,0.0138, Liatris spicata,0.021054279,a Climate Segment b Climate Segment
325,0, Liatris squarrosa,0,a Climate Segment b Climate Segment
326,0, Liatris squarrulosa,0,a Climate Segment b Climate Segment
327,0.0029, Lilium michiganense,0.004838503,a Climate Segment b Climate Segment
328,0.1468, Lilium philadelphicum,0.176760902,a Climate Segment b Climate Segment
329,0, Linum medium,0,a Climate Segment b Climate Segment
330,0, Liquidambar styraciflua,0,a Climate Segment b Climate Segment
331,1.00E-04, Lithospermum canescens,0.000184071,a Climate Segment b Climate Segment
332,0.0053, Lithospermum caroliniense,0.008523711,a Climate Segment b Climate Segment
333,0, Lobelia cardinalis,0,a Climate Segment b Climate Segment
334,0.145, Lobelia kalmii,0.176760902,a Climate Segment b Climate Segment
335,0, Lobelia puberula,0,a Climate Segment b Climate Segment
336,3.00E-04, Lobelia spicata,0.000544186,a Climate Segment b Climate Segment
337,0, Ludwigia decurrens,0,a Climate Segment b Climate Segment
338,0.0011, Ludwigia sphaerocarpa,0.00192809,a Climate Segment b Climate Segment
339,0.003, Lupinus perennis,0.004978723,a Climate Segment b Climate Segment
340,0, Luzula echinata,0,a Climate Segment b Climate Segment
341,0.061, Luzula multiflora,0.08384141,a Climate Segment b Climate Segment
342,0.1156, Lycopus uniflorus,0.144557916,a Climate Segment b Climate Segment
343,0, Lycopus virginicus,0,a Climate Segment b Climate Segment
344,0, Lysimachia arvensis,0,a Climate Segment b Climate Segment
345,0.2401, Lysimachia borealis,0.265642553,a Climate Segment b Climate Segment
346,0, Lysimachia minima,0,a Climate Segment b Climate Segment
347,0, Lysimachia quadrifolia,0,a Climate Segment b Climate Segment
348,0.0225, Lysimachia terrestris,0.033508353,a Climate Segment b Climate Segment
349,0.2763, Lysimachia thyrsiflora,0.299455113,a Climate Segment b Climate Segment
350,0, Lythrum alatum,0,a Climate Segment b Climate Segment
351,0.086, Maianthemum canadense,0.112976842,a Climate Segment b Climate Segment
352,0.0327, Maianthemum stellatum,0.047453023,a Climate Segment b Climate Segment
353,0, Manfreda virginica,0,a Climate Segment b Climate Segment
354,0, Matelea obliqua,0,a Climate Segment b Climate Segment
355,0.1507, Melampyrum lineare,0.176760902,a Climate Segment b Climate Segment
356,0, Melica mutica,0,a Climate Segment b Climate Segment
357,0, Melothria pendula,0,a Climate Segment b Climate Segment
358,0, Mentha canadensis,0,a Climate Segment b Climate Segment
359,0.1627, Menyanthes trifoliata,0.188008889,a Climate Segment b Climate Segment
360,0.2037, Micranthes pensylvanica,0.232374406,a Climate Segment b Climate Segment
361,0, Micranthes virginiensis,0,a Climate Segment b Climate Segment
362,0, Mimulus alatus,0,a Climate Segment b Climate Segment
363,0, Monarda clinopodia,0,a Climate Segment b Climate Segment
364,0.0255, Monarda punctata,0.037706161,a Climate Segment b Climate Segment
365,0, Morus rubra,0,a Climate Segment b Climate Segment
366,0, Muhlenbergia bushii,0,a Climate Segment b Climate Segment
367,0.1139, Muhlenbergia glomerata,0.143005231,a Climate Segment b Climate Segment
368,0.0571, Muhlenbergia mexicana,0.079532143,a Climate Segment b Climate Segment
369,0, Muhlenbergia sobolifera,0,a Climate Segment b Climate Segment
370,0, Myosotis macrosperma,0,a Climate Segment b Climate Segment
371,0.1305, Nabalus albus,0.162538922,a Climate Segment b Climate Segment
372,5.00E-04, Nabalus asper,0.000901734,a Climate Segment b Climate Segment
373,0.2096, Nabalus racemosus,0.237369147,a Climate Segment b Climate Segment
374,0.156, Najas flexilis,0.181951402,a Climate Segment b Climate Segment
375,0.0061, Nuttallanthus canadensis,0.009636456,a Climate Segment b Climate Segment
376,0.0022, Nymphaea odorata,0.003720325,a Climate Segment b Climate Segment
377,0, Obolaria virginica,0,a Climate Segment b Climate Segment
378,0.0061, Oenothera clelandii,0.009636456,a Climate Segment b Climate Segment
379,0.0028, Oenothera fruticosa,0.004684182,a Climate Segment b Climate Segment
380,0, Oenothera laciniata,0,a Climate Segment b Climate Segment
381,0, Ophioglossum vulgatum,0,a Climate Segment b Climate Segment
382,0, Orbexilum pedunculatum,0,a Climate Segment b Climate Segment
383,0, Orobanche riparia,0,a Climate Segment b Climate Segment
384,0, Oxalis grandis,0,a Climate Segment b Climate Segment
385,0, Packera glabella,0,a Climate Segment b Climate Segment
386,0.1507, Packera paupercula,0.176760902,a Climate Segment b Climate Segment
387,0.1139, Packera plattensis,0.143005231,a Climate Segment b Climate Segment
388,0, Panicum flexile,0,a Climate Segment b Climate Segment
389,0, Panicum philadelphicum,0,a Climate Segment b Climate Segment
390,0.2401, Panicum tuckermanii,0.265642553,a Climate Segment b Climate Segment
391,0.8735, Parnassia glauca,0.874902087,a Climate Segment b Climate Segment
392,0, Paronychia canadensis,0,a Climate Segment b Climate Segment
393,0, Paronychia fastigiata,0,a Climate Segment b Climate Segment
394,0.1405, Parthenium integrifolium,0.173952381,a Climate Segment b Climate Segment
395,0.0367, Parthenocissus inserta,0.05276682,a Climate Segment b Climate Segment
396,0, Paspalum laeve,0,a Climate Segment b Climate Segment
397,0, Paspalum pubiflorum,0,a Climate Segment b Climate Segment
398,0, Paspalum repens,0,a Climate Segment b Climate Segment
399,0, Passiflora incarnata,0,a Climate Segment b Climate Segment
400,0, Passiflora lutea,0,a Climate Segment b Climate Segment
401,0.1479, Pedicularis lanceolata,0.176760902,a Climate Segment b Climate Segment
402,0.003, Peltandra virginica,0.004978723,a Climate Segment b Climate Segment
403,0, Penstemon alluviorum,0,a Climate Segment b Climate Segment
404,0, Penstemon calycosus,0,a Climate Segment b Climate Segment
405,0, Penstemon deamii,0,a Climate Segment b Climate Segment
406,0, Penstemon hirsutus,0,a Climate Segment b Climate Segment
